tenure,monthly_charges,total_charges,senior_citizen,dependents,tech_support,online_security,num_services,contract,internet_service,payment_method,churn
23,68.32,1576.76,0,0,0,0,6,Month-to-month,DSL,Electronic check,1
9,118.69,1198.55,0,1,1,0,8,Month-to-month,Fiber optic,Electronic check,1
12,95.46,1155.19,1,0,0,1,6,Two year,Fiber optic,Bank transfer,0
1,44.86,47.84,0,0,0,0,7,One year,DSL,Mailed check,0
58,73.84,4288.03,1,1,1,1,5,Month-to-month,Fiber optic,Mailed check,1
1,119.21,87.32,0,1,0,1,8,Month-to-month,No,Mailed check,0
34,105.75,3592.61,0,0,0,1,1,Month-to-month,No,Electronic check,1
48,29.74,1483.91,0,1,1,0,4,Month-to-month,No,Electronic check,0
1,90.64,96.34,0,0,0,0,1,Two year,DSL,Electronic check,0
16,54.56,833.29,0,0,1,1,6,Month-to-month,No,Electronic check,1
61,20.7,1216.45,0,0,0,1,1,Two year,DSL,Bank transfer,0
64,60.35,3839.89,1,0,1,0,8,Month-to-month,Fiber optic,Credit card,0
63,43.48,2742.93,0,1,1,0,2,One year,No,Electronic check,0
69,101.89,7090.09,1,1,0,1,4,Two year,DSL,Mailed check,0
22,53.73,1115.04,0,0,1,1,3,Two year,Fiber optic,Credit card,0
67,102.75,6868.26,1,1,0,1,4,Month-to-month,Fiber optic,Electronic check,0
26,20.06,528.78,0,0,1,0,4,Month-to-month,Fiber optic,Electronic check,1
16,50.78,720.79,0,0,0,0,6,Month-to-month,DSL,Mailed check,0
51,44.12,2208.44,0,1,1,0,8,Month-to-month,No,Bank transfer,0
57,43.36,2437.53,1,1,1,1,3,One year,Fiber optic,Bank transfer,0
29,26.82,737.98,0,0,0,0,7,Two year,DSL,Bank transfer,0
69,38.71,2680.58,0,0,0,1,6,Month-to-month,DSL,Electronic check,0
47,75.55,3542.82,0,0,0,0,3,Month-to-month,No,Mailed check,0
62,49.14,3018.92,0,0,1,0,2,Month-to-month,DSL,Electronic check,1
69,61.74,4281.46,1,0,0,1,5,Two year,DSL,Bank transfer,0
16,57.69,1009.19,0,0,1,1,4,Two year,Fiber optic,Credit card,0
48,107.59,5246.28,0,0,0,0,4,Month-to-month,Fiber optic,Electronic check,0
39,110.53,4214.53,0,1,0,0,4,Month-to-month,Fiber optic,Electronic check,1
33,69.3,2315.75,1,0,1,1,4,One year,Fiber optic,Electronic check,0
23,53.02,1210.56,1,0,1,1,2,One year,Fiber optic,Electronic check,0
10,30.68,314.56,0,1,1,1,4,Month-to-month,No,Electronic check,1
69,115.34,7938.55,0,0,1,0,3,Two year,DSL,Mailed check,0
34,26.02,890.56,0,1,1,1,3,Two year,Fiber optic,Credit card,1
52,49.77,2595.61,0,0,1,1,1,One year,No,Mailed check,0
10,49.81,469.15,0,0,0,1,2,One year,Fiber optic,Electronic check,0
19,52.04,943.94,0,0,1,1,1,Month-to-month,Fiber optic,Electronic check,1
58,36.43,2090.51,0,0,1,1,4,One year,DSL,Electronic check,0
1,98.32,110.03,0,0,1,0,7,Month-to-month,Fiber optic,Electronic check,0
69,32.25,2255.2,0,0,1,0,2,Month-to-month,Fiber optic,Bank transfer,0
4,83.49,376.63,0,0,0,1,7,Month-to-month,Fiber optic,Electronic check,0
16,32.38,493.37,0,0,0,0,2,Month-to-month,No,Credit card,0
24,27.05,663.39,0,0,0,1,5,Month-to-month,DSL,Mailed check,0
2,110.94,270.01,0,1,1,0,8,Month-to-month,DSL,Mailed check,0
32,39.01,1306.6,0,1,0,0,5,One year,DSL,Mailed check,0
24,102.13,2448.18,1,1,0,0,8,One year,Fiber optic,Bank transfer,0
12,74.46,882.47,0,0,1,0,7,Month-to-month,DSL,Mailed check,1
50,27.79,1399.06,0,0,1,1,1,Month-to-month,Fiber optic,Electronic check,0
35,115.54,3986.41,0,0,0,0,1,Two year,DSL,Electronic check,1
33,44.7,1465.42,0,1,1,0,3,Month-to-month,Fiber optic,Credit card,1
33,105.96,3533.91,0,0,0,1,7,Two year,DSL,Electronic check,0
61,36.88,2281.78,0,0,1,0,3,Month-to-month,No,Mailed check,0
51,105.39,5361.38,0,0,1,1,6,One year,Fiber optic,Mailed check,0
43,21.32,927.65,0,0,0,0,7,Month-to-month,No,Electronic check,0
12,71.18,812.93,1,0,0,0,6,One year,Fiber optic,Electronic check,0
67,96.94,6530.15,0,1,0,0,7,Two year,DSL,Electronic check,0
65,113.48,7372.31,0,1,0,1,6,Two year,DSL,Bank transfer,1
33,110.92,3646.56,0,0,0,1,3,Two year,No,Mailed check,0
40,101.96,4060.31,0,0,1,1,2,Month-to-month,Fiber optic,Bank transfer,1
43,108.82,4676.12,0,0,0,0,4,One year,DSL,Bank transfer,0
44,39.92,1734.09,0,0,1,1,8,Month-to-month,Fiber optic,Electronic check,0
29,48.42,1437.09,0,1,1,0,1,One year,Fiber optic,Mailed check,1
13,48.9,615.94,0,0,1,1,3,Month-to-month,DSL,Bank transfer,0
12,57.71,772.17,0,1,0,1,7,Two year,DSL,Bank transfer,0
46,59.33,2802.44,0,0,0,0,2,Two year,No,Bank transfer,0
2,74.46,104.34,0,0,1,0,5,Month-to-month,DSL,Bank transfer,0
35,35.99,1263.14,0,0,1,0,4,Month-to-month,DSL,Electronic check,0
8,89.12,680.43,0,1,0,1,5,Month-to-month,DSL,Bank transfer,0
26,36.76,939.43,0,0,1,1,6,One year,DSL,Electronic check,0
34,51.03,1835.14,0,1,0,1,7,Month-to-month,Fiber optic,Bank transfer,0
7,70.33,476.93,1,1,0,1,5,Two year,DSL,Electronic check,0
68,99.64,6793.53,0,1,1,1,7,One year,DSL,Credit card,0
58,93.95,5476.17,0,1,1,0,4,One year,No,Mailed check,0
29,84.55,2401.92,0,0,0,1,2,One year,DSL,Bank transfer,1
36,35.58,1238.13,0,0,0,0,7,Month-to-month,Fiber optic,Credit card,0
21,74.7,1508.4,0,0,0,1,5,Two year,Fiber optic,Credit card,1
36,28.74,990.34,0,0,1,0,2,One year,Fiber optic,Bank transfer,0
10,57.74,434.9,0,1,0,0,8,Two year,No,Electronic check,0
24,61.35,1499.63,0,0,0,1,5,Month-to-month,DSL,Credit card,0
64,23.98,1637.43,0,0,0,1,3,One year,No,Bank transfer,0
49,47.4,2329.99,1,1,0,1,7,Month-to-month,Fiber optic,Bank transfer,0
36,115.56,4089.35,0,0,1,1,6,One year,Fiber optic,Credit card,0
24,115.36,2736.5,1,0,0,1,4,One year,DSL,Electronic check,1
23,55.23,1247.35,0,0,1,0,1,One year,DSL,Electronic check,0
62,24.31,1456.34,0,1,0,0,4,One year,Fiber optic,Mailed check,0
37,37.91,1445.68,1,0,1,1,5,Month-to-month,No,Bank transfer,1
12,59.22,751.15,1,1,0,1,5,Two year,Fiber optic,Mailed check,0
55,114.78,6255.13,0,0,1,0,6,Two year,DSL,Bank transfer,0
13,34.12,479.81,1,1,0,0,7,Month-to-month,DSL,Mailed check,0
23,96.35,2292.39,0,0,1,1,3,Two year,Fiber optic,Bank transfer,0
30,30.87,1021.23,0,0,1,1,3,Month-to-month,Fiber optic,Credit card,1
17,118.13,2151.47,0,0,1,0,4,One year,DSL,Electronic check,1
62,58.16,3560.82,0,0,0,0,1,Month-to-month,DSL,Bank transfer,0
13,97.52,1408.97,0,0,1,1,6,Two year,Fiber optic,Bank transfer,0
59,54.26,3183.63,0,0,0,0,4,Month-to-month,Fiber optic,Mailed check,0
19,82.77,1543.01,0,0,1,0,1,Month-to-month,Fiber optic,Electronic check,1
49,39.2,1937.15,0,1,0,1,2,Month-to-month,No,Electronic check,0
12,34.6,386.1,0,0,0,0,5,Month-to-month,Fiber optic,Credit card,0
61,113.81,6962.36,0,1,0,0,2,One year,DSL,Electronic check,0
19,111.76,2057.44,0,1,0,0,4,Month-to-month,Fiber optic,Mailed check,1
9,108.75,966.81,0,0,0,0,1,One year,No,Electronic check,1
71,82.54,5924.62,0,0,0,1,1,Two year,No,Mailed check,0
28,100.83,2820.39,0,0,1,1,8,Two year,No,Bank transfer,0
52,26.9,1405.88,0,1,1,0,2,Two year,DSL,Bank transfer,1
16,53.48,879.44,0,1,0,0,3,Month-to-month,Fiber optic,Mailed check,0
69,51.37,3603.06,1,0,0,0,3,Month-to-month,No,Bank transfer,0
12,83.56,919.96,0,0,1,0,6,Month-to-month,Fiber optic,Bank transfer,0
25,55.6,1419.23,0,0,0,1,2,Month-to-month,DSL,Electronic check,0
52,34.85,1798.79,0,1,1,0,3,Two year,No,Electronic check,0
53,79.65,4229.78,0,1,1,0,1,Month-to-month,Fiber optic,Credit card,1
23,101.44,2386.12,0,1,1,1,4,Two year,DSL,Bank transfer,0
16,58.21,871.65,1,0,1,0,3,Month-to-month,DSL,Bank transfer,0
57,33.23,1843.48,0,0,1,0,6,Two year,Fiber optic,Electronic check,0
39,39.67,1450.36,0,1,0,1,1,Month-to-month,Fiber optic,Credit card,1
53,43.75,2291.29,0,1,0,1,6,Month-to-month,DSL,Mailed check,0
42,49.99,2166.1,0,0,0,1,7,One year,Fiber optic,Credit card,0
58,84.28,4882.21,1,0,1,1,4,Month-to-month,No,Credit card,1
39,80.09,3056.5,0,0,0,1,8,One year,Fiber optic,Credit card,0
14,89.61,1230.26,0,1,1,1,1,One year,DSL,Credit card,0
5,56.25,206.86,0,0,0,0,8,Month-to-month,Fiber optic,Electronic check,1
35,102.4,3527.74,0,0,0,1,7,Two year,DSL,Credit card,0
18,40.41,746.82,0,0,0,0,7,Month-to-month,DSL,Electronic check,0
9,66.9,543.41,0,0,1,1,7,One year,Fiber optic,Credit card,0
58,100.09,5860.85,0,0,1,0,5,Month-to-month,No,Electronic check,0
17,38.02,642.78,0,0,1,0,7,One year,Fiber optic,Bank transfer,0
7,30.99,221.21,0,1,1,0,4,Month-to-month,DSL,Electronic check,0
46,108.37,4971.1,1,0,1,0,5,Month-to-month,Fiber optic,Bank transfer,0
13,54.29,744.41,0,0,1,0,7,Month-to-month,Fiber optic,Electronic check,1
40,88.39,3574.76,0,0,0,1,3,Month-to-month,No,Mailed check,1
42,22.53,963.01,0,0,0,0,6,Month-to-month,No,Credit card,0
9,89.0,829.24,0,0,0,1,3,One year,DSL,Bank transfer,0
50,51.61,2569.9,0,0,1,1,1,One year,DSL,Electronic check,0
27,25.57,717.5,0,0,0,1,2,Month-to-month,DSL,Mailed check,0
66,80.98,5327.79,0,1,0,0,1,Month-to-month,No,Electronic check,1
5,44.08,220.51,0,1,1,1,7,Month-to-month,DSL,Bank transfer,0
29,58.68,1687.99,0,0,0,1,8,Month-to-month,DSL,Credit card,0
37,28.06,1015.36,0,1,1,1,6,Month-to-month,Fiber optic,Bank transfer,1
38,34.72,1284.9,0,1,1,0,6,Month-to-month,DSL,Electronic check,0
8,49.8,421.78,0,1,1,0,6,Two year,DSL,Mailed check,0
65,28.98,1949.23,1,0,1,0,5,One year,Fiber optic,Credit card,0
17,111.08,1946.92,0,1,1,0,6,Month-to-month,DSL,Electronic check,0
71,20.6,1399.77,0,0,1,0,4,Month-to-month,Fiber optic,Mailed check,0
45,68.39,3142.01,0,1,0,1,8,One year,No,Mailed check,0
4,32.32,113.37,0,0,1,1,2,Month-to-month,DSL,Bank transfer,0
36,50.77,1857.76,0,0,1,0,1,One year,Fiber optic,Credit card,0
70,112.61,7837.39,0,0,0,1,5,Two year,No,Mailed check,0
31,36.17,1128.37,0,1,0,0,5,One year,No,Bank transfer,0
19,116.58,2230.71,0,1,0,0,3,Month-to-month,Fiber optic,Mailed check,1
61,40.58,2401.15,1,0,1,1,1,One year,Fiber optic,Electronic check,1
54,94.16,5115.05,0,0,0,1,1,Two year,DSL,Electronic check,0
39,74.67,2979.43,0,1,1,1,6,One year,Fiber optic,Mailed check,0
19,108.45,2051.82,0,0,0,0,7,One year,No,Electronic check,0
39,75.4,3008.61,0,0,0,0,6,Month-to-month,Fiber optic,Credit card,0
67,73.46,4912.34,0,1,0,1,5,Month-to-month,Fiber optic,Electronic check,0
45,39.55,1822.23,0,1,1,1,1,One year,DSL,Electronic check,0
13,36.62,365.13,0,0,0,0,6,Two year,Fiber optic,Mailed check,0
58,111.65,6596.64,0,0,0,1,7,One year,Fiber optic,Electronic check,0
20,52.78,1130.37,0,1,1,0,3,One year,Fiber optic,Mailed check,0
72,57.21,4104.89,1,1,1,0,2,Month-to-month,DSL,Mailed check,0
61,95.98,5756.18,0,0,1,1,5,Month-to-month,Fiber optic,Bank transfer,0
39,53.88,2115.72,1,0,1,1,3,Month-to-month,Fiber optic,Credit card,0
1,115.21,43.01,1,0,1,1,3,Month-to-month,DSL,Bank transfer,1
3,93.79,303.61,1,1,1,1,4,One year,DSL,Electronic check,1
62,79.74,4964.46,0,0,1,1,2,Month-to-month,DSL,Credit card,0
63,108.09,6762.6,0,0,0,0,3,One year,Fiber optic,Mailed check,0
25,24.96,680.05,0,0,0,1,4,Two year,Fiber optic,Mailed check,0
56,45.71,2600.04,0,0,0,1,8,Month-to-month,No,Mailed check,0
33,66.5,2243.29,0,0,1,0,4,Month-to-month,DSL,Electronic check,0
38,42.7,1623.04,0,0,1,0,1,One year,No,Credit card,0
6,94.39,495.56,0,0,0,1,6,Two year,Fiber optic,Electronic check,0
58,111.92,6540.25,1,0,1,0,3,One year,Fiber optic,Bank transfer,0
44,62.38,2731.2,0,0,1,0,8,Month-to-month,DSL,Electronic check,0
45,54.21,2369.96,0,1,1,0,5,Month-to-month,DSL,Credit card,1
32,116.16,3784.72,0,0,1,0,1,Month-to-month,No,Bank transfer,0
45,64.49,3007.02,1,1,1,0,2,Month-to-month,DSL,Electronic check,0
61,68.9,4200.84,1,0,0,1,6,Two year,DSL,Bank transfer,0
47,55.16,2700.48,0,0,0,1,5,Two year,DSL,Bank transfer,0
21,110.95,2334.52,0,0,1,1,5,Month-to-month,No,Mailed check,1
36,76.9,2749.38,0,1,1,1,4,Month-to-month,DSL,Bank transfer,0
19,96.22,1796.66,0,0,1,0,8,Month-to-month,DSL,Bank transfer,0
20,101.18,2105.45,0,0,0,1,3,Two year,Fiber optic,Electronic check,0
57,54.18,3049.25,0,0,0,1,4,Month-to-month,Fiber optic,Bank transfer,0
18,63.37,1177.42,0,0,0,0,4,One year,Fiber optic,Mailed check,0
47,104.85,4899.99,0,0,1,0,8,Month-to-month,Fiber optic,Mailed check,0
49,56.33,2737.15,1,1,1,0,3,One year,No,Credit card,0
14,99.39,1442.97,0,0,1,0,3,Month-to-month,No,Electronic check,1
15,114.1,1692.5,0,0,1,1,7,Month-to-month,No,Electronic check,1
31,82.32,2531.68,0,1,0,0,3,One year,DSL,Electronic check,0
1,94.16,150.8,0,0,0,1,4,One year,No,Electronic check,0
54,100.51,5507.41,0,0,1,0,6,Month-to-month,DSL,Electronic check,0
3,104.5,345.73,0,0,0,1,7,Month-to-month,DSL,Credit card,1
16,59.51,919.42,0,0,1,0,3,Month-to-month,No,Electronic check,0
57,25.13,1406.88,0,0,1,1,3,Month-to-month,No,Bank transfer,0
12,60.19,726.28,0,0,0,1,8,One year,Fiber optic,Electronic check,0
16,87.38,1414.13,1,1,0,0,5,Two year,No,Bank transfer,0
72,65.04,4633.49,0,0,0,0,4,Month-to-month,No,Credit card,1
24,94.9,2313.75,0,1,0,0,3,Month-to-month,Fiber optic,Electronic check,1
28,55.7,1563.88,1,0,1,1,4,Month-to-month,Fiber optic,Credit card,0
8,83.47,581.97,0,0,1,0,2,Month-to-month,Fiber optic,Credit card,0
36,38.64,1344.59,0,0,1,1,8,Month-to-month,DSL,Bank transfer,1
8,94.94,734.31,0,0,1,0,1,One year,DSL,Electronic check,0
58,74.57,4321.42,0,0,0,0,5,Month-to-month,Fiber optic,Bank transfer,0
60,40.41,2519.06,0,0,1,1,7,One year,Fiber optic,Credit card,0
50,49.19,2471.41,0,1,1,0,5,Two year,DSL,Electronic check,0
28,94.86,2614.04,0,1,0,1,7,Two year,DSL,Mailed check,0
41,68.26,2809.69,0,0,1,0,4,Two year,Fiber optic,Electronic check,0
64,41.6,2644.8,0,1,1,1,8,One year,No,Electronic check,0
27,116.73,3167.95,1,1,1,0,3,Two year,Fiber optic,Credit card,0
63,91.51,5794.16,0,0,1,1,7,Month-to-month,Fiber optic,Mailed check,0
17,115.71,2027.53,0,0,1,0,4,Month-to-month,No,Electronic check,1
33,62.71,2068.22,0,1,0,0,6,Month-to-month,No,Bank transfer,1
29,67.51,2039.74,0,0,1,1,1,One year,Fiber optic,Electronic check,0
13,109.8,1472.8,0,1,1,0,5,Two year,No,Electronic check,0
46,72.5,3299.63,0,0,1,0,5,Month-to-month,Fiber optic,Mailed check,1
35,90.73,3286.04,0,0,0,0,1,One year,DSL,Mailed check,0
6,45.22,287.67,0,0,0,0,4,One year,DSL,Electronic check,1
69,64.67,4420.47,0,1,1,1,5,Two year,Fiber optic,Electronic check,0
47,32.34,1602.63,0,0,1,1,8,One year,Fiber optic,Mailed check,0
25,40.6,1118.89,0,0,0,0,3,Two year,Fiber optic,Credit card,0
66,20.09,1324.29,0,0,1,1,4,Month-to-month,Fiber optic,Credit card,0
10,23.93,214.12,0,0,0,1,3,Month-to-month,DSL,Electronic check,1
56,117.73,6584.26,1,0,1,0,7,Month-to-month,DSL,Bank transfer,0
30,44.24,1362.94,0,0,0,0,6,Month-to-month,Fiber optic,Credit card,0
5,86.33,495.54,1,0,1,0,6,Month-to-month,DSL,Mailed check,1
33,103.91,3457.55,0,0,1,1,6,One year,Fiber optic,Credit card,0
65,75.07,4884.64,0,0,0,0,2,One year,Fiber optic,Credit card,0
18,35.31,710.48,0,0,0,0,1,One year,Fiber optic,Electronic check,1
49,92.81,4532.05,0,0,0,0,6,Month-to-month,DSL,Electronic check,0
11,80.03,931.88,0,0,1,1,5,Month-to-month,Fiber optic,Electronic check,1
26,93.13,2406.98,0,1,1,0,1,Month-to-month,No,Electronic check,1
63,96.97,6130.66,0,0,1,1,1,Month-to-month,No,Credit card,1
59,117.54,6929.18,0,0,1,1,3,One year,No,Credit card,0
27,77.36,2085.93,0,0,1,1,7,Month-to-month,Fiber optic,Electronic check,1
49,54.16,2634.97,0,0,1,0,5,Month-to-month,DSL,Bank transfer,0
33,84.85,2867.29,1,0,1,0,2,One year,Fiber optic,Mailed check,0
1,26.84,0.0,0,0,0,0,1,Month-to-month,No,Mailed check,0
21,109.74,2267.53,0,1,1,1,3,Two year,DSL,Bank transfer,0
55,31.94,1862.75,0,1,0,1,6,Month-to-month,DSL,Credit card,0
6,52.78,365.57,1,0,1,1,3,Two year,DSL,Electronic check,0
69,101.57,6889.07,0,0,0,0,6,Month-to-month,Fiber optic,Electronic check,0
5,79.73,370.39,0,1,0,1,7,One year,Fiber optic,Electronic check,0
3,59.36,87.48,0,0,0,1,5,Month-to-month,DSL,Mailed check,0
53,67.34,3521.49,0,0,1,1,4,Two year,No,Electronic check,0
23,105.45,2268.42,1,0,0,1,4,Month-to-month,Fiber optic,Mailed check,0
53,54.0,2855.15,0,0,1,1,7,Month-to-month,DSL,Mailed check,0
37,106.96,3900.42,0,1,0,1,2,Two year,Fiber optic,Bank transfer,0
17,28.81,492.77,0,0,0,1,7,Month-to-month,DSL,Mailed check,0
1,97.68,16.42,0,0,0,1,8,Month-to-month,Fiber optic,Electronic check,0
51,104.75,5346.4,1,1,0,0,6,Month-to-month,DSL,Credit card,0
45,38.18,1697.35,1,0,0,1,3,One year,Fiber optic,Credit card,0
4,63.03,327.22,0,0,0,1,4,Month-to-month,Fiber optic,Electronic check,0
62,36.55,2336.67,0,0,0,1,7,Month-to-month,Fiber optic,Electronic check,1
65,90.66,5932.17,0,0,0,1,1,Month-to-month,DSL,Credit card,0
32,73.53,2336.63,0,0,0,1,2,One year,Fiber optic,Electronic check,1
34,83.53,2939.29,1,0,1,1,6,One year,No,Electronic check,1
72,39.65,2777.15,0,1,0,0,1,Month-to-month,DSL,Mailed check,0
39,41.17,1535.45,0,1,0,1,4,Month-to-month,DSL,Electronic check,0
26,24.15,623.71,0,0,0,0,3,Month-to-month,Fiber optic,Electronic check,1
34,52.21,1887.84,0,1,1,1,4,Month-to-month,Fiber optic,Mailed check,0
54,75.97,4092.26,1,0,0,1,2,Month-to-month,DSL,Bank transfer,0
3,105.79,308.21,0,0,1,0,8,Month-to-month,Fiber optic,Credit card,1
50,86.69,4262.4,0,0,1,1,6,Month-to-month,Fiber optic,Credit card,1
12,63.54,809.78,0,0,0,0,2,Two year,No,Electronic check,0
65,115.31,7542.81,0,0,0,1,1,Month-to-month,DSL,Electronic check,1
54,91.92,5003.13,0,0,0,0,1,One year,Fiber optic,Bank transfer,0
5,113.02,533.64,0,1,0,0,2,Month-to-month,DSL,Mailed check,1
57,72.76,4111.98,0,0,0,1,7,Month-to-month,Fiber optic,Electronic check,0
17,45.89,715.47,0,0,0,1,7,Two year,Fiber optic,Electronic check,1
47,25.28,1192.35,1,0,1,1,1,Month-to-month,Fiber optic,Electronic check,0
23,92.61,2076.01,1,0,0,0,7,Month-to-month,No,Mailed check,0
14,32.13,390.95,0,0,0,0,5,One year,DSL,Electronic check,1
66,50.28,3297.3,0,0,1,1,6,Month-to-month,Fiber optic,Credit card,0
51,73.25,3711.29,1,0,0,0,2,Month-to-month,DSL,Electronic check,1
38,76.44,2877.82,0,0,0,0,6,Month-to-month,Fiber optic,Credit card,0
64,80.06,5147.16,0,0,1,1,1,Month-to-month,DSL,Credit card,0
38,36.63,1395.89,0,1,0,1,7,One year,No,Mailed check,0
50,57.97,2884.09,1,0,1,0,6,Month-to-month,No,Bank transfer,0
30,81.72,2460.75,0,1,0,1,4,Month-to-month,No,Bank transfer,1
51,116.98,5916.4,0,1,1,1,3,Month-to-month,DSL,Electronic check,1
63,92.76,5849.14,0,0,1,0,7,Month-to-month,Fiber optic,Electronic check,1
52,112.26,5845.05,0,0,0,1,5,Two year,DSL,Mailed check,0
38,96.22,3581.21,0,0,0,1,5,Month-to-month,No,Bank transfer,0
30,79.17,2424.88,1,0,0,0,3,Two year,Fiber optic,Mailed check,0
51,39.2,1955.13,0,0,1,1,3,One year,Fiber optic,Mailed check,0
5,86.67,437.87,0,0,1,1,6,One year,Fiber optic,Mailed check,0
29,82.34,2446.08,1,0,0,0,6,Month-to-month,DSL,Mailed check,0
4,80.25,367.28,0,0,1,0,4,Month-to-month,Fiber optic,Mailed check,1
10,68.98,691.52,0,0,1,0,6,Two year,DSL,Mailed check,0
56,72.87,4062.6,0,1,1,0,3,Two year,No,Credit card,0
17,53.44,955.86,0,0,0,0,5,Month-to-month,No,Bank transfer,1
17,71.93,1256.54,0,0,1,1,4,Month-to-month,Fiber optic,Bank transfer,0
69,39.76,2712.52,1,1,0,0,3,Month-to-month,No,Bank transfer,1
34,100.52,3377.94,0,1,1,0,8,Two year,Fiber optic,Bank transfer,0
6,38.58,127.86,1,0,0,0,4,Month-to-month,No,Bank transfer,0
53,28.5,1518.2,0,0,0,1,4,One year,DSL,Electronic check,0
66,63.62,4194.79,0,0,1,1,6,One year,Fiber optic,Credit card,0
43,85.83,3747.5,0,0,1,0,6,One year,Fiber optic,Electronic check,0
23,63.77,1484.66,1,0,0,1,1,One year,DSL,Mailed check,1
55,47.68,2689.11,0,0,1,1,3,Month-to-month,Fiber optic,Electronic check,1
16,75.82,1178.25,0,0,0,1,8,Two year,DSL,Electronic check,0
8,54.7,494.51,0,1,0,0,6,One year,No,Credit card,0
4,113.29,426.71,0,0,0,0,1,One year,DSL,Mailed check,0
4,112.26,487.92,0,0,0,1,6,Month-to-month,Fiber optic,Credit card,0
56,70.24,3860.5,0,1,1,0,5,One year,No,Electronic check,0
25,52.79,1331.51,0,0,0,1,7,Month-to-month,DSL,Electronic check,1
67,93.71,6179.34,0,0,0,1,4,Month-to-month,Fiber optic,Electronic check,0
67,23.67,1572.53,1,0,1,1,5,One year,Fiber optic,Bank transfer,0
27,67.48,1843.98,0,1,0,0,4,Month-to-month,DSL,Credit card,0
32,53.63,1690.11,0,0,1,1,3,One year,Fiber optic,Mailed check,1
50,112.05,5549.98,0,0,1,1,7,Month-to-month,DSL,Mailed check,0
61,21.2,1335.51,0,1,0,0,2,One year,DSL,Credit card,0
51,75.28,3834.11,1,0,0,0,3,Month-to-month,Fiber optic,Electronic check,1
19,94.07,1762.85,0,1,1,0,4,One year,Fiber optic,Mailed check,0
21,68.5,1440.59,0,1,1,0,2,Month-to-month,No,Mailed check,0
5,28.54,274.53,0,0,1,0,8,One year,No,Electronic check,0
42,117.25,4982.18,0,0,1,1,2,Two year,Fiber optic,Electronic check,0
61,71.8,4437.93,0,1,1,1,8,Month-to-month,Fiber optic,Electronic check,1
22,81.42,1813.02,0,0,0,1,3,Month-to-month,DSL,Credit card,0
21,43.66,925.18,0,1,1,0,5,One year,DSL,Bank transfer,0
70,68.35,4664.7,0,0,0,0,3,One year,Fiber optic,Credit card,0
1,62.91,28.96,0,0,0,1,4,One year,No,Mailed check,0
5,27.49,113.42,0,0,0,1,7,One year,DSL,Bank transfer,0
12,30.62,273.7,0,0,0,1,5,Month-to-month,DSL,Bank transfer,1
46,103.75,4714.63,0,0,1,0,4,Month-to-month,Fiber optic,Credit card,1
34,43.98,1396.28,0,0,0,1,8,Month-to-month,DSL,Electronic check,1
49,39.5,1933.58,0,0,0,0,6,Month-to-month,Fiber optic,Electronic check,1
45,70.49,3212.99,0,0,0,0,6,One year,Fiber optic,Bank transfer,0
27,96.87,2670.83,0,1,0,1,7,Month-to-month,Fiber optic,Credit card,0
26,26.19,701.68,0,1,1,1,5,Two year,DSL,Credit card,0
47,77.68,3602.79,0,0,1,0,1,Two year,No,Bank transfer,0
56,31.92,1690.92,1,0,1,1,5,Two year,DSL,Electronic check,0
63,23.65,1402.11,0,0,1,1,1,Two year,No,Electronic check,0
48,25.27,1149.51,0,0,1,1,4,Month-to-month,Fiber optic,Credit card,0
61,103.42,6264.18,0,0,0,0,3,Two year,No,Mailed check,0
26,31.8,818.81,1,1,1,0,4,Month-to-month,Fiber optic,Electronic check,0
36,24.52,832.01,0,0,0,1,3,Month-to-month,DSL,Credit card,0
1,63.79,80.74,0,1,1,1,6,One year,No,Electronic check,0
8,104.4,823.59,0,1,1,0,1,Month-to-month,Fiber optic,Bank transfer,0
52,46.24,2405.01,1,0,1,0,3,Two year,DSL,Bank transfer,0
47,62.17,2979.0,0,0,0,0,8,One year,DSL,Electronic check,1
56,23.99,1284.43,0,0,0,0,4,One year,Fiber optic,Electronic check,0
14,64.91,929.68,0,0,1,1,4,Month-to-month,Fiber optic,Electronic check,1
28,77.76,2176.58,0,0,1,0,4,One year,Fiber optic,Bank transfer,0
2,77.09,137.51,0,0,1,1,7,Month-to-month,Fiber optic,Mailed check,0
26,53.24,1428.5,0,0,0,0,5,Two year,Fiber optic,Electronic check,1
14,51.55,765.65,1,0,1,0,4,Month-to-month,Fiber optic,Credit card,0
59,30.66,1761.62,0,0,1,1,5,One year,Fiber optic,Mailed check,0
56,56.68,3164.97,0,0,0,1,2,Month-to-month,DSL,Electronic check,1
7,29.95,223.71,0,0,1,1,1,Month-to-month,No,Electronic check,0
3,96.66,276.33,1,0,0,1,2,Month-to-month,DSL,Electronic check,0
23,116.63,2711.74,1,0,1,0,2,Month-to-month,Fiber optic,Credit card,1
18,117.01,2120.24,0,1,0,1,5,One year,Fiber optic,Electronic check,0
38,106.51,4139.01,0,1,1,0,5,Month-to-month,Fiber optic,Mailed check,1
